source_row,facility_code,facility_name,province,district,latitude,longitude,facility_type_raw,facility_type_canonical,ownership_raw,ownership_canonical,location_raw,location_canonical,level_raw,level_canonical,contact_raw,status_raw,status_canonical,bed_capacity,date_opened,date_closed,comments,acceptable_missing_fields,frontend_missing_visible,geospatial_readiness,facility_setup_state,source_label
1841,ZW070564,Rutendo Clinic,Midlands,Kwekwe,-19.008408,29.773365,RHC,RURAL_HEALTH_CENTRE,Town/City Council,LOCAL_AUTHORITY,Urban,URBAN,Primary,PRIMARY,787968071,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1843,ZW070530,Samambwa Clinic,Midlands,Kwekwe,-18.334046,29.44704,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,787968072,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1844,ZW070565,Sebakwe Clinic,Midlands,Kwekwe,-18.977504,30.110742,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,713755772,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1845,ZW070531,Senkwazi Clinic,Midlands,Kwekwe,-18.58236,29.435235,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,713755769,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1846,ZW070566,Sherwood Clinic,Midlands,Kwekwe,-18.81485,29.777653,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Urban,URBAN,Primary,PRIMARY,787968073,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1848,ZW070532,Sidakeni Clinic,Midlands,Kwekwe,-18.440249,29.468618,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,787968074,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1850,ZW0705B,Silobela District Hospital,Midlands,Kwekwe,-18.994534,29.304649,District Hospital,DISTRICT_HOSPITAL,Government,GOVERNMENT,Rural,RURAL,Secondary,SECONDARY,783283021,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1851,ZW070533,Silobela Jackson Clinic,Midlands,Kwekwe,-19.1041,29.2501,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,787968088,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1852,ZW070534,Simana Clinic,Midlands,Kwekwe,-18.921939,29.113389,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,787968076,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1853,ZW070584,Tiger Reef Clinic,Midlands,Kwekwe,,,,,Private,PRIVATE,,,,,,,,,,,,Latitude; Longitude; Facility Type; Status,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1855,ZW070554,Torwood Clinic,Midlands,Kwekwe,-19.009926,29.73403,RHC,RURAL_HEALTH_CENTRE,Town/City Council,LOCAL_AUTHORITY,Urban,URBAN,Primary,PRIMARY,,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1856,ZW0705C,Zhombe Mission Hospital,Midlands,Kwekwe,-18.696999,29.38544,Mission Hospital,MISSION_HOSPITAL,Mission,MISSION_FAITH_BASED,Rural,RURAL,Secondary,SECONDARY,,,,,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1877,ZW070609,Mataga Health Centre,Midlands,Mberengwa,,,HC,HC,Government,GOVERNMENT,Rural,RURAL,Secondary,SECONDARY,,Open,ACTIVE_OR_OPERATIONAL,22,45842,,,Latitude; Longitude,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1897,ZW070680,ZPS Mberengwa Prison Clinic,Midlands,Mberengwa,,,RHC,RURAL_HEALTH_CENTRE,ZPS,ZIMBABWE_PRISONS_AND_CORRECTIONAL_SERVICE,Rural,RURAL,Primary,PRIMARY,,Open,ACTIVE_OR_OPERATIONAL,3,,,,Latitude; Longitude,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1928,ZW070780,Unki Clinic,Midlands,Shurugwi,,,RHC,RURAL_HEALTH_CENTRE,Mine,MINE,Rural,RURAL,Primary,PRIMARY,263 772100091,Open,ACTIVE_OR_OPERATIONAL,0,2012,,,Latitude; Longitude,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1936,ZW070834,Chirere clinic,Midlands,Zvishavane,-20.237968,30.190062,RDC,CLINIC,Rural Council,RURAL_DISTRICT_COUNCIL,Rural,RURAL,Primary,PRIMARY,,,,8,,,,Status,YES,READY_WITH_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1941,ZW070883,Itai Ngoni Medical Centre,Midlands,Zvishavane,,,Private,PRIVATE,Private,PRIVATE,Urban,URBAN,Primary,PRIMARY,0787951847,Open,ACTIVE_OR_OPERATIONAL,,,,,Latitude; Longitude,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
1956,ZW07080D,RZM Mrowa Hospital,Midlands,Zvishavane,,,Private Hospital,PRIVATE_HOSPITAL,Mine,MINE,Rural,RURAL,Secondary,SECONDARY,,Open,ACTIVE_OR_OPERATIONAL,,,,,Latitude; Longitude,YES,INCOMPLETE_MISSING_COORDINATES,IMPORTED_PENDING_CONFIGURATION,MASTER_HEALTH_FACILITY_2024_07_23
